"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","","0","物料相关模块","7","0","","0"
"0","","0","工序相关模块","9","0","","0"
"0","","0","设备台账模块","3","0","","0"
"0","","0","测试登录模块","3","0","","0"
"0","","0","车间布局相关模块","6","0","","0"
