"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"新增工序，期望新增成功","41","新增工序","TestCase.test_integration","Mon Jul 14 10:13:14 CST 2025","passed","Mon Jul 14 10:13:14 CST 2025","TestMainProcess","test_mainprocess","",""
"合并产品标签，期望合并成功","0","标签合并","TestCase.test_integration","Mon Jul 14 10:13:38 CST 2025","passed","Mon Jul 14 10:13:38 CST 2025","TestMainProcess","test_mainprocess","",""
"扫描产品标签，期望扫描成功","46","扫描标签","TestCase.test_integration","Mon Jul 14 10:13:37 CST 2025","passed","Mon Jul 14 10:13:37 CST 2025","TestMainProcess","test_mainprocess","",""
"提交质量检验结果，期望提交成功","6829","提交检验结果","TestCase.test_integration","Mon Jul 14 10:13:30 CST 2025","passed","Mon Jul 14 10:13:37 CST 2025","TestMainProcess","test_mainprocess","",""
"创建生产计划，期望创建成功","92","创建生产计划","TestCase.test_integration","Mon Jul 14 10:13:15 CST 2025","passed","Mon Jul 14 10:13:15 CST 2025","TestMainProcess","test_mainprocess","",""
"创建一条新的物料信息，期望新增成功","55","新增物料","TestCase.test_integration","Mon Jul 14 10:13:13 CST 2025","passed","Mon Jul 14 10:13:13 CST 2025","TestMainProcess","test_mainprocess","",""
"新增设备台账，期望新增成功","45","新增设备台账","TestCase.test_integration","Mon Jul 14 10:13:14 CST 2025","passed","Mon Jul 14 10:13:14 CST 2025","TestMainProcess","test_mainprocess","",""
"查询产品工艺路线，提取ID","31","查询产品工艺路线","TestCase.test_integration","Mon Jul 14 10:13:14 CST 2025","passed","Mon Jul 14 10:13:14 CST 2025","TestMainProcess","test_mainprocess","",""
"工艺路线绑定产品，期望绑定成功","360","工艺路线绑定产品","TestCase.test_integration","Mon Jul 14 10:13:14 CST 2025","passed","Mon Jul 14 10:13:14 CST 2025","TestMainProcess","test_mainprocess","",""
"调用安灯呼叫接口，期望呼叫成功","48","安灯签到","TestCase.test_integration","Mon Jul 14 10:13:38 CST 2025","passed","Mon Jul 14 10:13:38 CST 2025","TestMainProcess","test_mainprocess","",""
"删除测试创建设备台账，期望删除成功","39","删除设备台账","TestCase.test_integration","Mon Jul 14 10:13:38 CST 2025","passed","Mon Jul 14 10:13:38 CST 2025","TestMainProcess","test_mainprocess","",""
"下达派工单，期望下达成功","153","派工单下达","TestCase.test_integration","Mon Jul 14 10:13:16 CST 2025","passed","Mon Jul 14 10:13:17 CST 2025","TestMainProcess","test_mainprocess","",""
"完工产品标签，期望完工成功","0","标签完工","TestCase.test_integration","Mon Jul 14 10:13:38 CST 2025","passed","Mon Jul 14 10:13:38 CST 2025","TestMainProcess","test_mainprocess","",""
"删除测试创建的车间，期望删除成功","137","删除车间","TestCase.test_integration","Mon Jul 14 10:13:39 CST 2025","passed","Mon Jul 14 10:13:39 CST 2025","TestMainProcess","test_mainprocess","",""
"创建安灯规则，期望创建成功","88","创建安灯规则","TestCase.test_integration","Mon Jul 14 10:13:15 CST 2025","passed","Mon Jul 14 10:13:15 CST 2025","TestMainProcess","test_mainprocess","",""
"新增工艺路线，期望新增成功","22","新增工艺路线","TestCase.test_integration","Mon Jul 14 10:13:14 CST 2025","passed","Mon Jul 14 10:13:14 CST 2025","TestMainProcess","test_mainprocess","",""
