"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"正确账号错误密码登陆，登陆失败并给出相应的提示","174","正确账号错误密码登陆","TestCase.functional_tests","Tue Apr 29 17:35:53 CST 2025","passed","Tue Apr 29 17:35:54 CST 2025","TestLogin","test_login","",""
"错误账号正确密码登陆，登陆失败并给出相应的提示","24","错误账号正确密码登陆","TestCase.functional_tests","Tue Apr 29 17:35:54 CST 2025","passed","Tue Apr 29 17:35:54 CST 2025","TestLogin","test_login","",""
"使用正确的账号和密码登录，登陆成功","176","正确账号密码登陆","TestCase.functional_tests","Tue Apr 29 17:35:53 CST 2025","passed","Tue Apr 29 17:35:53 CST 2025","TestLogin","test_login","",""
