"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"正确账号错误密码登陆，登陆失败并给出相应的提示","172","正确账号错误密码登陆","TestCase.functional_tests","Wed May 07 14:58:46 CST 2025","passed","Wed May 07 14:58:46 CST 2025","TestLogin","test_login","",""
"错误账号正确密码登陆，登陆失败并给出相应的提示","16","错误账号正确密码登陆","TestCase.functional_tests","Wed May 07 14:58:46 CST 2025","passed","Wed May 07 14:58:46 CST 2025","TestLogin","test_login","",""
"使用正确的账号和密码登录，登陆成功","172","正确账号密码登陆","TestCase.functional_tests","Wed May 07 14:58:46 CST 2025","passed","Wed May 07 14:58:46 CST 2025","TestLogin","test_login","",""
