"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"错误账号正确密码登陆，登陆失败并给出相应的提示","19","错误账号正确密码登陆","TestCase.functional_tests","Sat May 17 15:22:55 CST 2025","passed","Sat May 17 15:22:55 CST 2025","TestLogin","test_login","",""
"正确账号错误密码登陆，登陆失败并给出相应的提示","165","正确账号错误密码登陆","TestCase.functional_tests","Sat May 17 15:22:55 CST 2025","passed","Sat May 17 15:22:55 CST 2025","TestLogin","test_login","",""
"使用正确的账号和密码登录，登陆成功","171","正确账号密码登陆","TestCase.functional_tests","Sat May 17 15:22:55 CST 2025","passed","Sat May 17 15:22:55 CST 2025","TestLogin","test_login","",""
